,Unternehmen,Insolvent,In dnb,Mitarbeiter,Umsatz,Datum,ReviewRating,Anstellung,Bereich,ReviewTitel,Was macht dein Arbeitgeber in Corona-Zeiten gut?,Was macht dein Arbeitgeber in Corona-Zeiten nicht gut?,Was sollte dein Unternehmen in Corona-Zeiten (anders) machen?,Wofür möchtest du deinen Arbeitgeber im Umgang mit der Corona-Situation loben?,Was macht dein Arbeitgeber im Umgang mit der Corona-Situation nicht gut?,Wo siehst du Chancen für deinen Arbeitgeber mit der Corona-Situation besser umzugehen?,Wie kann dich dein Arbeitgeber im Umgang mit der Corona-Situation noch besser unterstützen?,Gut am Arbeitgeber finde ich,Schlecht am Arbeitgeber finde ich,Verbesserungsvorschläge,Arbeitsatmosphäre_s,Arbeitsatmosphäre,Image_s,Image,Work-Life-Balance_s,Work-Life-Balance,Karriere/Weiterbildung_s,Karriere/Weiterbildung,Gehalt/Sozialleistungen_s,Gehalt/Sozialleistungen,Umwelt-/Sozialbewusstsein_s,Umwelt-/Sozialbewusstsein,Kollegenzusammenhalt_s,Kollegenzusammenhalt,Umgang mit älteren Kollegen_s,Umgang mit älteren Kollegen,Vorgesetztenverhalten_s,Vorgesetztenverhalten,Arbeitsbedingungen_s,Arbeitsbedingungen,Kommunikation_s,Kommunikation,Gleichberechtigung_s,Gleichberechtigung,Interessante Aufgaben_s,Interessante Aufgaben
2425,consistency,Nein,Ja,18,1.91,2019-05-14T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,Administration / Verwaltung,"Flexibilität, Teamwork, Vielfalt, Gestaltungsspielraum,das und vieles mehr macht Consistency so besonders!",,,,,,,,Aktives Mitgestalten am Unternehmen durch jeden Einzelnen möglich,,,5.0,,5.0,,5.0,Durch flexible Arbeitszeiten sehr gut möglich,5.0,Hohes Budget für Weiterbildung,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,"Tolles Büro, super Equipment",5.0,Gute Feedbackkultur,5.0,Flache Hierarchien,5.0,Abwechslungsreich
2426,consistency,Nein,Ja,18,1.91,2019-03-05T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,,Spannende Augaben in einer einzigartigen Unternehmenskultur,,,,,,,,,,,5.0,Respektvolles Miteinander gepaart mit viel Spaß,5.0,,5.0,Sehr faire Bedingungen,5.0,"Klare Struktur zum weiteren Weg im Unternehmen, Mentoring",5.0,Ein gutes Gehalt mit Sozialleistungen wie beispielsweise Trainingskostenübernahmen,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,Einfache Kommunikation über alle Ebenen hinweg,5.0,,5.0,Spannende Aufgaben in verschiedenen Bereichen
2427,consistency,Nein,Ja,18,1.91,2019-03-03T00:00:00+00:00,"5,0",Führungskraft / Management,Geschäftsführung,Eine Familie #einfachmachen,,,,,,,,Alles! Einfach wow!,,Bitte noch mehr Menschen die Chance geben ein Teil von consistency zu werden!!!,5.0,Wir sind eine Familie! Wir unterstützen uns wo es geht und schätzen einander.,5.0,,5.0,"Wir arbeiten viel, aber es lohnt sich!",5.0,Du hast bei uns die Chance nach einem Jahr Firmenzugehörigkeit Gesellschafter/-in zu werden.,5.0,Wir bezahlen mehr als der Durchschnitt. Das Preis-/Leistungs-Verhältnis ist top!,5.0,Wir beschäftigen uns aktiv damit etwas zurückzugeben. Consistency Corporate Responsibility!,5.0,Einfach wow! Es geht nicht besser!,5.0,Bei uns gibt es keine Unterschiede zwischen senioreren und junioren Kollegen/-innen. Wir lernen gegenseitig.,5.0,Wir leben flache Hierarchien und Autonomie!,5.0,Einfach nur cool.,5.0,Wir folgen dem agilen Prinzip „Individuen und Interaktionen über Prozessen und Tools“ durch und durch.,5.0,"Wir haben unterschiedliche Projekte sei es fachlich oder methodisch in der Finanzwirtschaft, Energiewirtschaft, E-Coommerce, etc.",5.0,Wir unterstützen Dax-Unternehmen bei ihrer agilen Transformation!
2428,consistency,Nein,Ja,18,1.91,2019-02-27T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,,"Einzigartige Beratungsfirma für Agilität mit super Kollegen, spannenden Aufgaben & immer wieder neuen Herausforderungen",,,,,,,,,,,5.0,"Sehr kollegial, offen für Verbesserungen",5.0,,5.0,"Arbeitsbelastung ist sehr hoch, aber die privaten Aspekten kommen trotzdem nicht zu kurz",5.0,Klar definierte Möglichkeiten für die Karriere und jährlichen Budget für Weiterbildungen,5.0,Bin sehr zufrieden,5.0,,5.0,Beispielhafter Zusammenhalt unter Kollegen,5.0,,5.0,Stets erreichbar und lösungsorientiert,5.0,,5.0,Direkte Kommunikation mit den Geschäftsführern möglich.,5.0,,5.0,Eigenverantwortliche Übernahme von internen Aufgaben
2429,consistency,Nein,Ja,18,1.91,2018-10-13T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,,Der ideale Arbeitgeber um aktiv mitzugestalten und seine Persönlichkeitsentwicklung auf das nächste Level zu heben!,,,,,,,,,,,5.0,,5.0,Unser Kunden schätzen uns als kompetente und ehrliche Partner. Wir gehen die extra Meile für und gemeinsam mit unseren Kunden.,5.0,"Trotz das es sich hierbei um eine Consulting handelt, wird auf eine ausgewogene Work-Life-Balance geachtet. Wenn der Job Spaß macht, und das tut er, gibt es keine ""klassische"" Arbeitszeit mehr.",5.0,Die Weiterbildung der Mitarbeiter wird aktiv gefördert. Es werden diverse Trainings angeboten aber auch für individuelle Förderungen stehen Budgets zur Verfügung.,5.0,,5.0,,5.0,Der Platz an dem Kollegen zu wahren Freunden werden.,,,5.0,Ein Unternehmen mit sehr flachen Strukturen.,5.0,,5.0,,5.0,,5.0,Stetig neue Herausforderungen in Form von neuen Projekten resultieren in immer neuen interessanten Aufgaben.
2430,consistency,Nein,Ja,18,1.91,2018-06-28T00:00:00+00:00,"5,0",Werkstudent/in,,Ein Unternehmen bei dem die Menschen und der gemeinsame Erfolg im Vordergrund stehen,,,,,,,,"Bei consistency hat jeder die Möglichkeit sich selbst zu verwirklichen und seine individuellen Stärken und Talente für den gemeinsamen Unternehmenserfolg einzusetzen und weiterzuentwickeln. Jeder hat die Gelegenheit sich für die Themen die ihn besonders interessieren einzusetzen. Durch die flachen Hierarchie hat so jeder die Chance die Unternehmensentwicklung aktiv mitzugestalten. Dadurch ist consistency ein Unternehmen bei dem man sich wohlfühlt und für das jeder einzelne gerne und mit viel Leidenschaft arbeitet.Als Werkstudentin ist es mir wichtig ergänzend zu meinem theoretischen Studium relevante Praxiserfahrungen zu sammeln. Bei consistency habe ich die Gelegenheit mich selbst in meinen verschiedenen Interessenbereichen auszuprobieren und so herauszufinden was mir besonders Spaß macht. Durch das Vertrauen, das ich von meinen Kollegen bekomme, kann ich meine eigenen Ideen sowohl auf Kundenprojekten als auch bei der internen Unternehmensentwicklung mit einbringen und eigene Aufgaben übernehmen die mir Spaß machen und mich herausfordern,kein Kaffee kochen oder kopieren wie bei anderen Studentenjobs.",,,5.0,,5.0,,5.0,Meine Arbeitszeiten kann ich flexibel gestalten und so an die Anforderungen meines Studiums anpassen.,5.0,Alle Kollegen haben viele Möglichkeiten sich kontinuierlich weiterzubilden z.B. durch Schulungen oder die Nutzung der unternehmenseigenen Bibliothek. Dieses Wissen wird dann z.b. im Rahmen von regelmäßig stattfindenden Sessions zum Wissenstransfer mit wechselnden Themen im Unternehmen geteilt.,5.0,Überdurchschnittlich!,,,5.0,Der Zusammenhalt zwischen den Kollegen ist klasse! Sowohl auf persönlicher als auch auf fachlicher Ebene steht einem immer ein tolles Team zur Seite mit dem man viel Spaß haben kann und an das man sich immer wenden kann.,,,5.0,,5.0,,5.0,,5.0,,5.0,Ich befasse mich ausschließlich mit Aufgaben die mir Spaß machen und die mich immer wieder persönlich herausfordern. Dadurch wird es nie langweilig.
2431,consistency,Nein,Ja,18,1.91,2018-06-27T00:00:00+00:00,"4,8",Angestellte/r oder Arbeiter/in,,One of the gems,,,,,,,,,Das ich nicht öfters mit meinen Kollegen direkt zusammen arbeiten kann.,,4.0,5 Sterne wenn es um die interne Arbeitsatmosphäre geht! Eine super Atmosphäre in der du dich nur wohl fühlen kannst. -1 Stern da wir beim Oft beim Kunden vor Ort sind und diese Atmosphäre nicht an die von Consistency heranreicht,5.0,,5.0,,5.0,,4.0,"Aktuell sind es noch 4 Sterne. Wird aber, wenn die Pläne konkret umgesetzt werden auf 5 Sterne ansteigen.",4.0,,5.0,,5.0,,5.0,Ein besseres Verhalten der Vorgesetzten kannst du dir nicht wünschen.,5.0,,5.0,,5.0,,5.0,
2432,consistency,Nein,Ja,18,1.91,2018-06-27T00:00:00+00:00,"4,8",Führungskraft / Management,Personal / Aus- und Weiterbildung,Consistency ist wie eine zweite Familie ...,,,,,,,,,"Reisen,was aber mit dem Berufsfeld Unternehmensberatung zu tun hat.",,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,4.0,,5.0,,5.0,
2433,ProcMaS Consulting GmbH,Nein,Ja,2,0.15,2013-07-14T00:00:00+00:00,"1,2",Angestellte/r oder Arbeiter/in,,keiner,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,4.0,,,,1.0,,1.0,,1.0,,,,1.0,
2434,ProcMaS Consulting GmbH,Nein,Ja,2,0.15,2013-06-07T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,,Toller Chef! :-),,,,,,,,,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
2435,Perfekta Dienstleistungen Betriebsverwaltungsges. mbH,Nein,Ja,missing,missing,2020-03-02T00:00:00+00:00,"1,1",Ex-Führungskraft / Management,Administration / Verwaltung,Es könnte wesentlich besser werden,,,,,,,,Das Geld kam pünktlich,Unhöflich den Mitarbeitern gegenüber,Mehr auf seine Mitarbeiter eingehen,1.0,,1.0,,,,1.0,Es fehlt die Möglichkeit sich weiter zu entwickeln,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,
2436,Perfekta Dienstleistungen Betriebsverwaltungsges. mbH,Nein,Ja,missing,missing,2020-01-30T00:00:00+00:00,"1,9",Ex-Angestellte/r oder Arbeiter/in,,Nicht Empfehlenswert,,,,,,,,Na da gibt es nich wirklich viel,"Einfach alles der Laden is KatastropheBewohner werden schlecht behandelt und teilweise nicht einmal richtig gepflegtUmgang mit den BW ist teilweise sehr schroff,grob GRAUSAM",Mehr auf seine Angestellten eingehen und sich Besser um die Bewohner kümmern,2.0,,2.0,,2.0,,3.0,,1.0,,3.0,,1.0,,2.0,,1.0,,2.0,,2.0,,1.0,,3.0,
2437,Perfekta Dienstleistungen Betriebsverwaltungsges. mbH,Nein,Ja,missing,missing,2019-11-18T00:00:00+00:00,"4,3",Angestellte/r oder Arbeiter/in,Logistik / Materialwirtschaft,Alles gute und sehr gut arbiet.Also I enjoyed my work very much,,,,,,,,My boss is friendly and respect workers view,"So far my year working with him,I haven't seen anything bad I can complain about",I got alot so experience and knowledge,5.0,,5.0,,4.0,,5.0,,4.0,,4.0,,5.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,
2438,Perfekta Dienstleistungen Betriebsverwaltungsges. mbH,Nein,Ja,missing,missing,2019-10-24T00:00:00+00:00,"2,3",Angestellte/r oder Arbeiter/in,,"Man wird hier nur verarscht.
Es wird so minderwertig erklärt, das man von den vorgesetzten ärger bekommt.",,,,,,,,-an sich flexible Startuhrzeit möglich,-Behinderten Freindlichkeit wird hier noch groß geschrieben.-Scheiß Kommunikation-Scheiß Arbeitsanweisungen-Komplett fehlende Angabe zur Einsatzdauer-Unmögliche Zeitvorgaben-Minderwertige Arbeitsmittel-Einsicht der Vorgesetzten ist nicht vorhanden-Arbeitsräume sind extrem Zugestellt und vermüllt,"-Feste Arbeitsabläufe Dokumentieren und auslegen.-Kommunikation verbessern durch entsprechende Lehrgänge der Vorgesetzten.-Genaue Angaben über Einsatzzeitraum und wo.-Bei Wechsel des Einsatzgebietes früher bescheid geben als 1 Tag später erst was sagen.- Die Leute der Zeiteinteilung sollten selbst mal dort arbeiten um die Vorgaben real zu gestalten.-Behinderte nicht diskriminieren, das ist echt scheiße fürs image",4.0,Während der Arbeitszeit hat man wenigstens seine Ruhe.,1.0,,4.0,,1.0,,2.0,10€/Stundealso etwas besser als Mindestlohn.,3.0,,4.0,,,,1.0,"Unter aller Sau.Die Antworten nur auf, das was sie wollen und wann sie es wollen.",3.0,,1.0,Beschwerden vom Kunden werden erst 3 Wochen später mitgeteilt.Arbeitsabläufe werden falsch erklärt und nicht alles gezeigt. Genauso die Angabe darüber was gemacht werden muss ist meistens falsch gewesen.,1.0,Körperlich eingeschränkte Personen werden hier besonders stärker gefordert und asozial behandelt.Merklich bei der selten aber schlechten Kommunikation.,2.0,Immer wieder das selbe mit unmachbaren Zeitvorgaben.
2439,Perfekta Dienstleistungen Betriebsverwaltungsges. mbH,Nein,Ja,missing,missing,2019-10-23T00:00:00+00:00,"3,5",Angestellte/r oder Arbeiter/in,,Im guten und ganzen bin ich mit dieser Firma zufrieden. Nur das Gehalt ist einfach zuwenig.,,,,,,,,Probleme lösen wenn Sie vorhanden sind. Hat immer ein Ohr wir die Mitarbeiter.,Es wird zu wenig Gehalt gezahlt und zu wenig Zeit für die tägliche Arbeit.,Weihnachtsgeld für die Mitarbeiter einzuführen.,4.0,Gut,4.0,,3.0,,3.0,,2.0,,3.0,,3.0,,4.0,,3.0,,4.0,,5.0,,4.0,,3.0,
2440,Perfekta Dienstleistungen Betriebsverwaltungsges. mbH,Nein,Ja,missing,missing,2019-10-14T00:00:00+00:00,"1,8",Ex-Angestellte/r oder Arbeiter/in,,"Einmal nie wieder, die Firma ist in keiner Weise Perfekt, so wie ihr Name es vermutetn lässt.",,,,,,,,"Kann ich nicht sagen. Mitarbeiter zulange arbeiten lassen bei zu wenig Lohn, drüber freut sich das Amt.",Hält sich nicht an gesetzlichen Vorgaben zb Sonntagsarbeit ohne freizeitausgleich,"Garkeine, da es reine Verschwendung wäre denn wer so seine Mitarbeiter behandelt möchte nichts verbessern zumindest nicht zum Vorteil der Mitarbeiter",2.0,,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,,2.0,,1.0,,3.0,,5.0,,2.0,,1.0,
2441,Perfekta Dienstleistungen Betriebsverwaltungsges. mbH,Nein,Ja,missing,missing,2019-03-01T00:00:00+00:00,"3,8",Ex-Angestellte/r oder Arbeiter/in,Administration / Verwaltung,ein Unternehmen mit sehr vielen Möglichkeiten wenn mann bereit ist sich zu integrieren,,,,,,,,Das es ein Familienunternehmen ist wo jeder jeden kennt. Das dass Unternehmen immer darauf bedacht war und ist Arbeitsplätze zu erhalten.,Das er die Verantwortung alleine trägt und nicht teilweise abgibt.,,3.0,Im allgemeinen ist die Arbeitsatmosphäre gut. Durch neue Mitarbeiter die meinen Sie könnten alles besser wird es das ein oder andere mal getrübt.,4.0,"Ich hab das Gefühl, dass gescheiterte Mitarbeiter das Image der Firma in ein schlechtes Licht rücken. Mein Empfinden ist das dass Image weitaus besser ist.",4.0,Die Arbeitszeiten sind mit dem Privatleben gut vereinbar. Auf private Belange wird schon eingegangen. Urlaub kann genommen werden. Eigenständiges Planen ist hier aber unabdinglich.,3.0,Weiterbildung die dem Unternehmen nützlich sein können sind wünschenswert und werden auch unterstützt.,4.0,Die Bezüge sind gut. Die Bezahlung ist immer pünktlich.,3.0,Auf Umwelt und Klimaschutz wird schon geachtet.,4.0,Die Kollegen arbeiten meiner Meinung gut zusammen da die Abteilungen eng zusammenarbeiten und aufeinander angewiesen sind. Sie gehen ehrlich und direkt mit einander um.,4.0,Bei Einstellungen geht es nicht um das Alter sondern um die Qualifikation.Das Unternehmen hat sehr viele langjährige Mitarbeiter (Bundesweit) dies wäre ohne Wertschätzung wohl kaum möglich.,4.0,Es gibt klare Vorgaben der Vorgesetzten. Bereiche sind klar definiert.,5.0,Helle und geräumige Büros. Technik ist in Ordnung. Ausstattung entspricht den Aufgaben.,4.0,Arbeitsabläufe werden regelmäßig besprochen. Bei Neuerungen oder Veränderungen werden die Mitarbeiter unterrichtet.,3.0,Männer werden schon aus einem anderen Blickwinkel gesehen.,4.0,Wie man seinen Aufgabenbereich abwickelt ist jedem selber überlassen. Eigenständigkeit und Verantwortungsbewusstsein ist dafür selbstverständlich Voraussetzung.
2442,Perfekta Dienstleistungen Betriebsverwaltungsges. mbH,Nein,Ja,missing,missing,2018-05-24T00:00:00+00:00,"3,4",Angestellte/r oder Arbeiter/in,,Nicht immer bekommt man einen Vorgesetzten um Probleme zu klären und das nervt,,,,,,,,Das man gut bezahlt wird für seine Arbeit,"wenn es Probleme gibt, fühlt sich oftmals keiner Zuständig die zu beseitigen und man muss immer wieder hinterher laufen",,4.0,,3.0,,3.0,,3.0,,4.0,,4.0,,4.0,,4.0,,3.0,,4.0,,3.0,,3.0,,2.0,
2443,Perfekta Dienstleistungen Betriebsverwaltungsges. mbH,Nein,Ja,missing,missing,2018-05-09T00:00:00+00:00,"3,2",Angestellte/r oder Arbeiter/in,,Unternehmen mit Potenzial. Leider gibt es zu viele negative Einflüsse.,,,,,,,,Die Möglichkeit eigene Ideen und Vorschläge mit einzubringen.,Das menschliche Benehmen und die Umgangsweise.,,4.0,"Wenn man mit den richtigen Kollegen zu tun hat, ist die Arbeitsatmosphäre super. Wenn nicht, kann es schnell zum Horror werden. Aufgaben werden immer gerne auf andere geschoben.",2.0,,3.0,Den ein oder anderen Spruch bezüglich seines Urlaubs muss man sich immer anhören. Urlaub ist vertraglich geregelt und ein gutes Recht. So sollte jedem Mitarbeiter sein Urlaub gewährt und auch gegönnt werden.,3.0,,3.0,Sozialleistungen werden auch auf Nachfrage nicht gewährt.,2.0,,1.0,"...gleich null. Es gibt nur sehr wenige Kollegen, die wirklich zusammen halten und das sind gilt dann auch eher für die neueren Mitarbeiter. Viele Mitarbeiter, die schon lange im Unternehmen sind, haben null Manieren. Rumschreien steht hier auf der Tagesordnung,in meinen Augen ein absolut asoziales Verhalten.",4.0,"Es würde dem Unternehmen und dem Kollegenzusammenhalt gut tun, bei Altkollegen richtig durchzugreifen und diese in ihre Schranken zu weisen.",2.0,"Meiner Meinung nach fehlt allein ein ordentliches Benehmen, wie es jeder normale Mensch gelernt hat, Ahnung von Mitarbeiterführung und auch -motivation.",5.0,,3.0,Mit den richtigen Personen einwandfrei!,4.0,Grundsätzlich werden Männer hier schon als kompetenter angesehen...,5.0,Vielseitig und Abwechslungsreich.
2444,Perfekta Dienstleistungen Betriebsverwaltungsges. mbH,Nein,Ja,missing,missing,2018-02-20T00:00:00+00:00,"1,4",Angestellte/r oder Arbeiter/in,,"Gehalt noch nicht bekommen !!! , Warte seit 5 Tagen :-(",,,,,,,,?????,.-(,Keine Vorschläge gewünscht !!!,1.0,Keine Planung !,2.0,????,1.0,:-(,1.0,?????,1.0,Gehalt kommt unpünktlich !!! / Warte seit 5 Tagen ! :-(,2.0,.-(,1.0,Null !,2.0,???,1.0,Nicht kompetent !,2.0,Schlecht muss man 3-4mal Fragen/Sagen,1.0,Nicht gewünsch !,2.0,:-(,1.0,:-(
2445,tts GmbH,Nein,Ja,72,31.47,2015-11-10T00:00:00+00:00,"4,8",Angestellte/r oder Arbeiter/in,,Top!,,,,,,,,,,,5.0,,5.0,,4.0,,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,
2446,tts GmbH,Nein,Ja,72,31.47,2015-10-05T00:00:00+00:00,"2,2",Ex-Angestellte/r oder Arbeiter/in,,"Mitarbeiterbewertung: 2,2 von 5 Sternen",,,,,,,,,,,3.0,,2.0,,3.0,,2.0,,3.0,,1.0,,3.0,,3.0,,1.0,,2.0,,1.0,,2.0,,3.0,
2447,tts GmbH,Nein,Ja,72,31.47,2015-09-17T00:00:00+00:00,"4,7",Angestellte/r oder Arbeiter/in,,Top-Arbeitgeber,,,,,,,,,,,5.0,,5.0,,4.0,,5.0,,4.0,,4.0,,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,,5.0,
2448,tts GmbH,Nein,Ja,72,31.47,2015-09-08T00:00:00+00:00,"4,3",Angestellte/r oder Arbeiter/in,,I like it!,,,,,,,,,,,5.0,,4.0,,5.0,,4.0,,4.0,,4.0,,4.0,,4.0,,5.0,,5.0,,3.0,,5.0,,4.0,
2449,tts GmbH,Nein,Ja,72,31.47,2015-09-07T00:00:00+00:00,"4,5",Angestellte/r oder Arbeiter/in,,Tolles Unternehmen,,,,,,,,,,,5.0,,5.0,,3.0,,4.0,,4.0,,4.0,,5.0,,5.0,,5.0,,5.0,,4.0,,5.0,,5.0,
2450,tts GmbH,Nein,Ja,72,31.47,2015-07-26T00:00:00+00:00,"4,7",Angestellte/r oder Arbeiter/in,,Guter Arbeitsgeber und toller Umgebung,,,,,,,,,,,5.0,,5.0,,5.0,,4.0,,5.0,,4.0,,4.0,,5.0,,5.0,,5.0,,5.0,,5.0,,4.0,
2451,tts GmbH,Nein,Ja,72,31.47,2015-04-22T00:00:00+00:00,"4,8",Führungskraft / Management,,"exciting market, dynamic company, great people",,,,,,,,,,,5.0,,5.0,,5.0,,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,,4.0,,4.0,,5.0,,5.0,
2452,tts GmbH,Nein,Ja,72,31.47,2015-04-14T00:00:00+00:00,"4,0",Angestellte/r oder Arbeiter/in,Administration / Verwaltung,"tts,knowledge matters.",,,,,,,,,,,5.0,,5.0,,3.0,,4.0,,4.0,,3.0,,5.0,,4.0,,4.0,,4.0,,3.0,,3.0,,5.0,
2453,tts GmbH,Nein,Ja,72,31.47,2015-03-10T00:00:00+00:00,"4,9",Angestellte/r oder Arbeiter/in,Vertrieb / Verkauf,Angestellter,,,,,,,,,,,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
2454,tts GmbH,Nein,Ja,72,31.47,2015-03-10T00:00:00+00:00,"4,0",Angestellte/r oder Arbeiter/in,IT,Jobflexibilität und gute Zusammenarbeit im Team,,,,,,,,,,,4.0,,4.0,,3.0,,4.0,,4.0,,,,5.0,,,,5.0,,3.0,,4.0,,4.0,,4.0,
2455,Consulting4IT GmbH,Nein,Ja,65,13.64,2017-02-28T00:00:00+00:00,"3,9",Ex-Angestellte/r oder Arbeiter/in,,Dynamischer Arbeitgeber,,,,,,,,,,,4.0,,5.0,,3.0,,3.0,,5.0,,5.0,,4.0,,5.0,,4.0,,5.0,,3.0,,3.0,,2.0,
2456,Consulting4IT GmbH,Nein,Ja,65,13.64,2016-09-12T00:00:00+00:00,"1,3",Ex-Angestellte/r oder Arbeiter/in,Vertrieb / Verkauf gearbeitet.</span></div>,"Mitarbeiterbewertung: 1,3 von 5 Sternen",,,,,,,,,,,1.0,,1.0,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,3.0,,1.0,,2.0,,1.0,
2457,Consulting4IT GmbH,Nein,Ja,65,13.64,2016-04-11T00:00:00+00:00,"4,9",Angestellte/r oder Arbeiter/in,,"Hochmotiviertes Team, leidenschaftlich & innovativ mit dem Gefühl von ""Familienzugehörigkeit""",,,,,,,,,,,5.0,,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
2458,Consulting4IT GmbH,Nein,Ja,65,13.64,2016-04-11T00:00:00+00:00,"4,7",Angestellte/r oder Arbeiter/in,Produktion gearbeitet.</span></div>,"Es macht einfach Spaß, die Entwicklung dieses tollen Unternehmens miterleben zu dürfen",,,,,,,,,,,5.0,,5.0,,5.0,,4.0,,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,,4.0,,4.0,,5.0,
2459,Consulting4IT GmbH,Nein,Ja,65,13.64,2013-11-26T00:00:00+00:00,"4,4",Angestellte/r oder Arbeiter/in,IT gearbeitet.</span></div>,Abwechslungsreicher Arbeitgeber mit viel Potential,,,,,,,,,,,4.0,,5.0,,4.0,,5.0,,4.0,,4.0,,5.0,,5.0,,4.0,,5.0,,4.0,,4.0,,5.0,
2460,Consulting4IT GmbH,Nein,Ja,65,13.64,2012-07-17T00:00:00+00:00,"1,4",Ex-Angestellte/r oder Arbeiter/in,Vertrieb / Verkauf gearbeitet.</span></div>,"Mitarbeiterbewertung: 1,4 von 5 Sternen",,,,,,,,,,,1.0,,1.0,,2.0,,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,,3.0,,1.0,,2.0,,1.0,
2461,Consulting4IT GmbH,Nein,Ja,65,13.64,2012-07-12T00:00:00+00:00,"2,4",Ex-Angestellte/r oder Arbeiter/in,,"Mitarbeiterbewertung: 2,4 von 5 Sternen",,,,,,,,,,,3.0,,1.0,,4.0,,1.0,,1.0,,3.0,,2.0,,4.0,,1.0,,4.0,,1.0,,3.0,,4.0,
2462,Consulting4IT GmbH,Nein,Ja,65,13.64,2012-07-12T00:00:00+00:00,"2,1",Ex-Angestellte/r oder Arbeiter/in,Vertrieb / Verkauf gearbeitet.</span></div>,"Mitarbeiterbewertung: 2,1 von 5 Sternen",,,,,,,,,,,3.0,,2.0,,1.0,,1.0,,2.0,,2.0,,3.0,,4.0,,2.0,,3.0,,1.0,,2.0,,3.0,
2463,Consulting4IT GmbH,Nein,Ja,65,13.64,2012-03-27T00:00:00+00:00,"4,8",Angestellte/r oder Arbeiter/in,,1A Arbeitgeber,,,,,,,,,,,5.0,,5.0,,4.0,,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
2464,Consulting4IT GmbH,Nein,Ja,65,13.64,2011-10-06T00:00:00+00:00,"1,9",Angestellte/r oder Arbeiter/in,IT gearbeitet.</span></div>,"Geringes Gehalt,Viel Bla bla",,,,,,,,,,,,,2.0,,2.0,,1.0,,1.0,,,,,,,,2.0,,2.0,,2.0,,3.0,,2.0,
2465,Universitätsklinikum Köln Management GmbH,Nein,Ja,3,0.37,2019-10-04T00:00:00+00:00,"3,6",Angestellte/r oder Arbeiter/in,,Bewertung über den Beruf Gesundheits und Krankenpflege .Zeitweise unterbesetzt.,,,,,,,,Achtet auf die Mitarbeiter Zufriedenheit und führt dafür regelmässige Gespräche mit MA,UnterbesetzungAbsprachen werden nicht immer umgesetzt,"Feedback Gespräche, Termine setzten",3.0,,3.0,,3.0,,5.0,,2.0,,3.0,,3.0,,5.0,,4.0,,3.0,,3.0,,5.0,,5.0,
2466,Universitätsklinikum Köln Management GmbH,Nein,Ja,3,0.37,2017-07-15T00:00:00+00:00,"1,3",Angestellte/r oder Arbeiter/in,,"Universitätsklinikum Köln, Anstalt öffentlichen Rechts, 1.3 von 5",,,,,,,,"Breites Spektrum, gut zum lernen",Keine individuelle Behandlung,,1.0,,3.0,,1.0,,1.0,,2.0,,1.0,,1.0,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,
2467,Universitätsklinikum Köln Management GmbH,Nein,Ja,3,0.37,2017-07-13T00:00:00+00:00,"2,2",Angestellte/r oder Arbeiter/in,,"Universitätsklinikum Köln, Anstalt öffentlichen Rechts, 2.2 von 5",,,,,,,,"Essen gut, Es werden VL und betriebliche altersversorgung gezahlt",,,2.0,,2.0,,2.0,,2.0,,3.0,,3.0,,2.0,,3.0,,1.0,,2.0,,2.0,,3.0,,2.0,
